account_id,customer_id,account_type,open_date,country,status
ACC0000471,CUST001934,Checking,2025-10-23,CN,Closed
ACC0000472,CUST000198,Checking,2024-04-05,DE,Active
ACC0000473,CUST001088,Savings,2025-07-20,DE,Active
ACC0000474,CUST000395,Business,2024-07-26,DE,Active
ACC0000475,CUST001167,Business,2026-06-02,GB,Active
ACC0000476,CUST001143,Business,2025-09-21,CN,Active
ACC0000477,CUST000850,Business,2024-11-01,US,Active
ACC0000478,CUST001569,Business,2024-05-31,SA,Active
ACC0000479,CUST000733,Business,2024-12-27,IN,Active
ACC0000480,CUST001438,Business,2025-10-16,NL,Active
ACC0000481,CUST001808,Checking,2024-04-17,GB,Active
ACC0000482,CUST001622,Checking,2024-01-06,CN,Closed
ACC0000483,CUST000822,Business,2025-01-22,FR,Active
ACC0000484,CUST001346,Checking,2024-04-18,CN,Active
ACC0000485,CUST001228,Savings,2025-10-22,FR,Frozen
ACC0000486,CUST001848,Savings,2026-02-03,CN,Active
ACC0000487,CUST000664,Savings,2026-06-21,NL,Active
ACC0000488,CUST001565,Business,2024-04-16,NL,Active
ACC0000489,CUST001691,Business,2025-12-18,FR,Active
ACC0000490,CUST001246,Checking,2024-02-24,SA,Active
ACC0000491,CUST001117,Checking,2025-08-19,NL,Active
ACC0000492,CUST001568,Business,2025-12-07,AE,Active
ACC0000493,CUST000737,Savings,2025-08-13,IN,Active
ACC0000494,CUST001965,Savings,2025-01-13,PK,Active
ACC0000495,CUST001487,Checking,2024-02-06,AE,Active
ACC0000496,CUST001220,Checking,2026-06-20,CN,Active
ACC0000497,CUST000276,Savings,2025-04-18,PK,Active
ACC0000498,CUST000615,Checking,2025-06-03,DE,Frozen
ACC0000499,CUST001752,Savings,2024-03-28,PK,Active
ACC0000500,CUST001580,Business,2023-12-16,AE,Active
ACC0000501,CUST001882,Business,2023-09-06,CN,Active
ACC0000502,CUST001139,Business,2026-06-17,SA,Active
ACC0000503,CUST000316,Checking,2026-04-13,PK,Closed
ACC0000504,CUST000942,Savings,2024-10-24,GB,Active
ACC0000505,CUST000283,Savings,2025-05-15,FR,Active
ACC0000506,CUST001821,Business,2023-11-01,DE,Active
ACC0000507,CUST000477,Savings,2023-09-20,AE,Active
ACC0000508,CUST000188,Business,2024-10-04,NL,Active
ACC0000509,CUST001165,Checking,2024-06-18,US,Active
ACC0000510,CUST001481,Savings,2025-06-02,IN,Active
ACC0000511,CUST000354,Savings,2024-03-30,SA,Active
ACC0000512,CUST001678,Checking,2024-07-20,SA,Active
ACC0000513,CUST001315,Savings,2024-12-19,PK,Active
ACC0000514,CUST001496,Business,2025-01-21,NL,Active
ACC0000515,CUST000160,Checking,2025-06-13,FR,Closed
ACC0000516,CUST000712,Savings,2024-06-16,NL,Active
ACC0000517,CUST001905,Checking,2024-05-10,DE,Active
ACC0000518,CUST001531,Business,2024-05-22,SA,Active
ACC0000519,CUST001901,Checking,2024-08-05,NL,Active
ACC0000520,CUST000110,Savings,2024-10-15,CN,Active
ACC0000521,CUST000084,Savings,2024-07-02,CN,Active
ACC0000522,CUST001156,Checking,2023-09-16,FR,Active
ACC0000523,CUST001028,Business,2023-09-09,DE,Active
ACC0000524,CUST000313,Checking,2023-09-21,NL,Active
ACC0000525,CUST001988,Savings,2025-09-28,SA,Active
ACC0000526,CUST001178,Business,2024-03-09,US,Active
ACC0000527,CUST000454,Savings,2024-12-12,AE,Closed
ACC0000528,CUST001610,Savings,2026-03-22,GB,Active
ACC0000529,CUST000270,Savings,2023-11-12,US,Frozen
ACC0000530,CUST000974,Business,2024-02-10,PK,Active
ACC0000531,CUST001122,Savings,2026-05-03,AE,Active
ACC0000532,CUST000174,Savings,2024-08-18,CN,Active
ACC0000533,CUST000889,Business,2024-06-16,GB,Active
ACC0000534,CUST001560,Checking,2023-11-08,IN,Active
ACC0000535,CUST001145,Checking,2023-08-11,IN,Active
ACC0000536,CUST000809,Business,2025-03-07,SA,Active
ACC0000537,CUST000401,Business,2026-01-31,SA,Active
ACC0000538,CUST001506,Business,2024-07-15,DE,Active
ACC0000539,CUST000496,Checking,2025-09-25,AE,Active
ACC0000540,CUST001590,Savings,2024-08-16,FR,Active
ACC0000541,CUST001402,Business,2025-11-04,US,Active
ACC0000542,CUST000230,Business,2025-02-10,NL,Active
ACC0000543,CUST000867,Savings,2024-08-27,FR,Active
ACC0000544,CUST000390,Savings,2025-06-20,FR,Active
ACC0000545,CUST001216,Business,2024-03-07,PK,Active
ACC0000546,CUST001576,Savings,2024-09-09,GB,Active
ACC0000547,CUST000716,Business,2026-02-27,IN,Active
ACC0000548,CUST001276,Checking,2023-12-14,IN,Active
ACC0000549,CUST000091,Checking,2025-09-26,DE,Active
ACC0000550,CUST001403,Savings,2023-12-03,GB,Active
ACC0000551,CUST001551,Business,2025-04-13,US,Active
ACC0000552,CUST000230,Business,2026-03-26,PK,Active
ACC0000553,CUST000497,Business,2025-06-24,GB,Closed
ACC0000554,CUST001779,Savings,2024-02-16,PK,Active
ACC0000555,CUST000703,Business,2025-08-17,US,Closed
ACC0000556,CUST000624,Savings,2026-04-09,IN,Active
ACC0000557,CUST900029,Savings,2023-10-15,DE,Active
ACC0000558,CUST001515,Business,2025-03-01,DE,Active
ACC0000559,CUST000417,Business,2024-07-27,CN,Active
ACC0000560,CUST001536,Savings,2025-09-08,CN,Active
ACC0000561,CUST000989,Business,2026-06-16,GB,Active
ACC0000562,CUST001423,Business,2024-02-28,PK,Active
ACC0000563,CUST000771,Business,2025-09-03,CN,Active
ACC0000564,CUST000089,Savings,2023-09-12,GB,Active
ACC0000565,CUST000123,Savings,2024-02-17,DE,Active
ACC0000566,CUST001616,Business,2025-03-05,SA,Active
ACC0000567,CUST000555,Checking,2024-04-22,IN,Active
ACC0000568,CUST001340,Checking,2026-02-16,US,Active
ACC0000569,CUST000795,Business,2026-01-22,AE,Closed
ACC0000570,CUST001357,Business,2026-03-20,FR,Active
ACC0000571,CUST001770,Checking,2026-06-01,PK,Active
ACC0000572,CUST000599,Business,2026-03-07,NL,Active
ACC0000573,CUST000473,Savings,2024-11-17,CN,Active
ACC0000574,CUST001453,Checking,2025-08-30,FR,Active
ACC0000575,CUST000992,Business,2026-03-24,CN,Active
ACC0000576,CUST000180,Checking,2023-10-08,DE,Closed
ACC0000577,CUST001025,Savings,2024-10-16,CN,Active
ACC0000578,CUST001897,Business,2026-04-15,PK,Active
ACC0000579,CUST000081,Checking,2025-01-15,CN,Active
ACC0000580,CUST000624,Savings,2023-08-20,IN,Active
ACC0000581,CUST000805,Business,2025-04-26,GB,Active
ACC0000582,CUST000037,Savings,2025-08-08,FR,Active
ACC0000583,CUST000727,Business,2023-12-12,AE,Active
ACC0000584,CUST000483,Business,2023-09-14,AE,Active
ACC0000585,CUST001662,Checking,2025-03-22,AE,Active
ACC0000586,CUST001799,Savings,2025-11-20,PK,Active
ACC0000587,CUST001933,Business,2025-08-05,AE,Active
ACC0000588,CUST000461,Checking,2025-09-24,FR,Active
ACC0000589,CUST001837,Savings,2024-09-23,GB,Active
ACC0000590,CUST000179,Business,2025-07-26,NL,Active
ACC0000591,CUST001066,Business,2026-02-09,SA,Active
ACC0000592,CUST001787,Business,2026-05-28,DE,Active
ACC0000593,CUST000854,Checking,2024-01-20,SA,Active
ACC0000594,CUST000312,Savings,2025-10-05,AE,Active
ACC0000595,CUST900001,Business,2024-09-09,FR,Active
ACC0000596,CUST000919,Business,2025-11-04,GB,Active
ACC0000597,CUST000423,Business,2024-09-27,GB,Active
ACC0000598,CUST001189,Business,2024-05-12,DE,Active
ACC0000599,CUST001766,Checking,2024-02-09,AE,Active
ACC0000600,CUST001410,Business,2024-01-14,CN,Active
ACC0000601,CUST001862,Checking,2024-03-16,NL,Active
ACC0000602,CUST001861,Checking,2025-08-08,SA,Active
ACC0000603,CUST001878,Checking,2026-02-19,FR,Active
ACC0000604,CUST000138,Business,2025-11-16,CN,Active
ACC0000605,CUST001942,Business,2024-11-24,US,Active
ACC0000606,CUST000377,Savings,2025-08-20,GB,Active
ACC0000607,CUST001489,Checking,2025-02-06,FR,Active
ACC0000608,CUST001802,Savings,2024-06-15,NL,Active
ACC0000609,CUST000621,Savings,2024-03-18,AE,Active
ACC0000610,CUST000311,Checking,2025-08-20,US,Active
ACC0000611,CUST000269,Checking,2025-03-07,PK,Active
ACC0000612,CUST001561,Business,2024-01-26,SA,Active
ACC0000613,CUST000546,Business,2023-09-14,SA,Active
ACC0000614,CUST001254,Checking,2024-04-06,SA,Active
ACC0000615,CUST000475,Checking,2023-09-07,PK,Active
ACC0000616,CUST000735,Checking,2024-01-01,IN,Active
ACC0000617,CUST000274,Business,2026-02-23,SA,Active
ACC0000618,CUST000960,Business,2026-04-11,FR,Active
ACC0000619,CUST000376,Savings,2024-05-11,IN,Active
ACC0000620,CUST000970,Checking,2025-11-16,GB,Active
ACC0000621,CUST000395,Checking,2025-06-11,PK,Active
ACC0000622,CUST000836,Checking,2024-04-18,AE,Active
ACC0000623,CUST001946,Savings,2025-12-21,DE,Active
ACC0000624,CUST001520,Business,2025-02-16,DE,Active
ACC0000625,CUST001551,Checking,2023-07-29,US,Closed
ACC0000626,CUST000362,Savings,2024-08-01,SA,Active
ACC0000627,CUST001003,Business,2025-05-03,FR,Active
ACC0000628,CUST001775,Savings,2024-08-24,DE,Active
ACC0000629,CUST000875,Savings,2023-10-24,PK,Active
ACC0000630,CUST001245,Business,2025-08-18,NL,Active
ACC0000631,CUST001474,Savings,2025-03-04,NL,Active
ACC0000632,CUST001252,Business,2025-09-04,SA,Active
ACC0000633,CUST001216,Business,2024-10-05,CN,Active
ACC0000634,CUST001313,Business,2025-05-09,PK,Active
ACC0000635,CUST001066,Checking,2024-07-08,IN,Active
ACC0000636,CUST000935,Checking,2023-09-27,DE,Closed
ACC0000637,CUST001062,Business,2025-12-13,NL,Active
ACC0000638,CUST001505,Checking,2025-12-22,CN,Closed
ACC0000639,CUST000793,Business,2024-03-17,PK,Active
ACC0000640,CUST000388,Savings,2026-05-21,IN,Active
ACC0000641,CUST000815,Savings,2024-02-01,AE,Active
ACC0000642,CUST000944,Checking,2026-05-28,NL,Active
ACC0000643,CUST000602,Business,2025-02-19,PK,Active
ACC0000644,CUST001413,Business,2026-06-05,GB,Active
ACC0000645,CUST000949,Business,2025-11-03,IN,Active
ACC0000646,CUST000185,Business,2025-11-06,CN,Closed
ACC0000647,CUST000231,Checking,2023-11-18,SA,Active
ACC0000648,CUST001920,Business,2025-09-29,CN,Active
ACC0000649,CUST000277,Savings,2024-09-07,NL,Active
ACC0000650,CUST000662,Savings,2025-06-23,PK,Active
ACC0000651,CUST000366,Savings,2026-02-09,SA,Active
ACC0000652,CUST001836,Business,2025-06-03,DE,Active
ACC0000653,CUST001807,Savings,2025-03-06,US,Active
ACC0000654,CUST000512,Savings,2025-12-14,GB,Active
ACC0000655,CUST001471,Business,2024-03-19,US,Active
ACC0000656,CUST000186,Checking,2024-05-09,IN,Active
ACC0000657,CUST001298,Savings,2025-04-08,US,Active
ACC0000658,CUST001072,Business,2025-12-05,NL,Active
ACC0000659,CUST001488,Business,2025-10-07,SA,Active
ACC0000660,CUST001945,Checking,2024-01-09,NL,Active
ACC0000661,CUST001127,Savings,2024-03-31,PK,Active
ACC0000662,CUST001573,Checking,2025-09-09,FR,Active
ACC0000663,CUST001158,Business,2024-08-23,GB,Active
ACC0000664,CUST000332,Checking,2026-03-15,GB,Active
ACC0000665,CUST001575,Business,2023-11-04,PK,Active
ACC0000666,CUST000859,Savings,2024-02-06,AE,Active
ACC0000667,CUST001495,Savings,2024-02-10,AE,Active
ACC0000668,CUST001282,Checking,2026-02-01,US,Active
ACC0000669,CUST001840,Checking,2024-02-14,DE,Active
ACC0000670,CUST000007,Business,2024-12-31,AE,Active
ACC0000671,CUST900007,Savings,2025-09-12,IN,Active
ACC0000672,CUST001751,Savings,2025-06-17,CN,Active
ACC0000673,CUST001653,Checking,2023-08-19,SA,Active
ACC0000674,CUST001807,Savings,2024-01-17,DE,Active
ACC0000675,CUST000444,Business,2024-02-02,IN,Active
ACC0000676,CUST000929,Savings,2024-09-20,IN,Active
ACC0000677,CUST000162,Business,2025-05-05,SA,Active
ACC0000678,CUST000013,Checking,2023-10-10,CN,Active
ACC0000679,CUST000569,Business,2023-10-12,CN,Active
ACC0000680,CUST001679,Checking,2024-04-14,PK,Active
ACC0000681,CUST000378,Checking,2026-03-23,PK,Active
ACC0000682,CUST001337,Savings,2026-05-27,PK,Active
ACC0000683,CUST000297,Checking,2023-11-11,SA,Active
ACC0000684,CUST001716,Business,2025-02-08,AE,Active
ACC0000685,CUST000678,Checking,2025-09-09,PK,Active
ACC0000686,CUST000223,Savings,2025-12-05,GB,Active
ACC0000687,CUST000330,Business,2025-05-01,AE,Active
ACC0000688,CUST001251,Business,2024-09-02,SA,Active
ACC0000689,CUST001172,Business,2023-08-19,GB,Active
ACC0000690,CUST001978,Savings,2025-12-25,SA,Active
ACC0000691,CUST000737,Checking,2025-10-18,US,Active
ACC0000692,CUST001573,Savings,2025-06-14,FR,Active
ACC0000693,CUST000754,Savings,2023-09-12,US,Active
ACC0000694,CUST001553,Savings,2024-04-17,CN,Closed
ACC0000695,CUST000132,Savings,2023-10-25,IN,Active
ACC0000696,CUST000275,Checking,2023-12-27,AE,Active
ACC0000697,CUST000674,Business,2025-05-26,NL,Active
ACC0000698,CUST001074,Checking,2023-08-11,DE,Active
ACC0000699,CUST001253,Checking,2026-05-23,US,Active
ACC0000700,CUST001170,Business,2026-05-13,CN,Active
ACC0000701,CUST000179,Savings,2023-11-18,SA,Closed
ACC0000702,CUST001912,Business,2025-09-19,AE,Active
ACC0000703,CUST000874,Business,2024-07-22,FR,Active
ACC0000704,CUST000531,Business,2025-08-20,SA,Active
ACC0000705,CUST001276,Savings,2024-02-28,GB,Active
ACC0000706,CUST001258,Business,2024-12-21,IN,Active
ACC0000707,CUST001064,Business,2025-03-18,IN,Active
ACC0000708,CUST001008,Checking,2024-11-12,SA,Active
ACC0000709,CUST000476,Business,2024-01-17,AE,Active
ACC0000710,CUST000396,Checking,2024-07-15,US,Active
ACC0000711,CUST000049,Savings,2024-01-08,US,Active
ACC0000712,CUST001510,Checking,2023-09-25,SA,Active
ACC0000713,CUST000849,Savings,2025-08-03,PK,Active
ACC0000714,CUST000683,Savings,2025-05-26,CN,Active
ACC0000715,CUST001650,Business,2023-12-06,DE,Active
ACC0000716,CUST000023,Business,2025-12-23,DE,Active
ACC0000717,CUST001413,Savings,2023-11-14,AE,Closed
ACC0000718,CUST001618,Checking,2024-06-08,AE,Active
ACC0000719,CUST000614,Business,2025-01-23,CN,Active
ACC0000720,CUST000663,Checking,2026-01-04,US,Active
ACC0000721,CUST001404,Savings,2023-12-26,FR,Active
ACC0000722,CUST000811,Business,2026-03-26,SA,Active
ACC0000723,CUST001261,Checking,2023-08-22,GB,Active
ACC0000724,CUST000397,Savings,2024-10-25,FR,Active
ACC0000725,CUST001888,Business,2024-01-01,IN,Active
ACC0000726,CUST001876,Savings,2025-06-25,PK,Active
ACC0000727,CUST001322,Checking,2024-03-24,IN,Active
ACC0000728,CUST000318,Business,2026-02-19,IN,Active
ACC0000729,CUST001826,Business,2024-09-10,FR,Active
ACC0000730,CUST000947,Savings,2026-02-24,PK,Active
ACC0000731,CUST001710,Business,2025-12-21,AE,Active
ACC0000732,CUST001157,Business,2023-11-24,FR,Active
ACC0000733,CUST001137,Business,2024-01-24,PK,Closed
ACC0000734,CUST000426,Business,2023-11-22,FR,Closed
ACC0000735,CUST001637,Savings,2023-11-13,US,Active
ACC0000736,CUST001985,Checking,2026-05-11,AE,Frozen
ACC0000737,CUST001721,Checking,2024-08-11,FR,Active
ACC0000738,CUST000768,Business,2025-05-14,CN,Closed
ACC0000739,CUST001725,Checking,2023-12-01,SA,Active
ACC0000740,CUST001240,Savings,2026-04-07,GB,Active
ACC0000741,CUST001218,Checking,2026-04-03,AE,Active
ACC0000742,CUST001444,Savings,2026-03-08,PK,Active
ACC0000743,CUST000556,Savings,2025-05-02,US,Active
ACC0000744,CUST001017,Checking,2024-02-02,FR,Active
ACC0000745,CUST000925,Savings,2025-02-12,DE,Active
ACC0000746,CUST001075,Savings,2025-04-27,GB,Active
ACC0000747,CUST000229,Savings,2025-07-21,PK,Active
ACC0000748,CUST001592,Checking,2024-01-04,US,Active
ACC0000749,CUST000908,Business,2025-07-08,PK,Active
ACC0000750,CUST001636,Savings,2024-06-13,CN,Active
ACC0000751,CUST000315,Checking,2025-12-15,FR,Active
ACC0000752,CUST001891,Savings,2024-08-02,CN,Active
ACC0000753,CUST000635,Savings,2023-11-15,GB,Active
ACC0000754,CUST001575,Checking,2026-03-30,CN,Active
ACC0000755,CUST001385,Checking,2025-07-02,DE,Active
ACC0000756,CUST001483,Checking,2026-04-17,IN,Active
ACC0000757,CUST000793,Business,2025-12-08,CN,Active
ACC0000758,CUST000237,Checking,2025-08-24,AE,Active
ACC0000759,CUST001909,Checking,2023-10-17,SA,Active
ACC0000760,CUST001785,Checking,2023-07-30,FR,Active
ACC0000761,CUST000956,Checking,2026-04-17,US,Active
ACC0000762,CUST001066,Business,2024-01-02,AE,Active
ACC0000763,CUST000046,Business,2025-06-26,AE,Active
ACC0000764,CUST001308,Checking,2024-07-03,FR,Active
ACC0000765,CUST000410,Checking,2024-09-16,AE,Closed
ACC0000766,CUST000566,Business,2025-09-03,FR,Active
ACC0000767,CUST001582,Savings,2025-11-11,US,Active
ACC0000768,CUST000558,Checking,2024-12-19,GB,Active
ACC0000769,CUST000560,Checking,2023-10-07,PK,Active
ACC0000770,CUST001962,Business,2025-04-03,CN,Active
ACC0000771,CUST001052,Checking,2026-05-15,DE,Active
ACC0000772,CUST001111,Savings,2024-05-19,CN,Active
ACC0000773,CUST000652,Savings,2023-11-01,GB,Active
ACC0000774,CUST001931,Business,2026-06-22,AE,Active
ACC0000775,CUST001175,Checking,2024-02-06,GB,Active
ACC0000776,CUST000145,Savings,2024-09-10,SA,Active
ACC0000777,CUST001827,Savings,2024-07-02,CN,Active
ACC0000778,CUST000908,Checking,2024-10-21,GB,Active
ACC0000779,CUST000059,Savings,2025-08-05,PK,Active
ACC0000780,CUST000216,Savings,2024-10-11,PK,Active
ACC0000781,CUST000176,Savings,2025-11-19,NL,Active
ACC0000782,CUST000366,Business,2024-07-17,SA,Frozen
ACC0000783,CUST001825,Business,2025-11-29,IN,Active
ACC0000784,CUST001262,Savings,2025-06-24,AE,Active
ACC0000785,CUST000680,Checking,2024-04-15,CN,Active
ACC0000786,CUST000160,Savings,2024-10-16,SA,Closed
ACC0000787,CUST000269,Checking,2025-01-07,IN,Active
ACC0000788,CUST000199,Savings,2025-02-15,AE,Closed
ACC0000789,CUST001401,Business,2025-02-14,IN,Frozen
ACC0000790,CUST000963,Checking,2025-12-19,DE,Active
ACC0000791,CUST000294,Business,2024-09-10,AE,Frozen
ACC0000792,CUST001869,Savings,2025-04-07,NL,Active
ACC0000793,CUST000375,Business,2024-10-19,FR,Active
ACC0000794,CUST001615,Savings,2025-04-04,IN,Active
ACC0000795,CUST000998,Checking,2025-08-05,US,Active
ACC0000796,CUST000973,Checking,2025-10-02,FR,Active
ACC0000797,CUST000980,Savings,2025-08-15,GB,Active
ACC0000798,CUST000578,Savings,2024-04-03,SA,Frozen
ACC0000799,CUST001176,Checking,2023-07-31,CN,Active
ACC0000800,CUST000210,Savings,2026-06-21,US,Active
ACC0000801,CUST000667,Business,2023-08-15,US,Active
ACC0000802,CUST001622,Savings,2025-03-14,CN,Closed
ACC0000803,CUST000944,Savings,2026-05-13,SA,Closed
ACC0000804,CUST000846,Checking,2026-04-04,SA,Active
ACC0000805,CUST000499,Business,2023-09-29,GB,Closed
ACC0000806,CUST001994,Savings,2024-08-03,NL,Active
ACC0000807,CUST000135,Savings,2026-01-17,DE,Active
ACC0000808,CUST001666,Business,2026-02-05,SA,Active
ACC0000809,CUST000882,Savings,2025-12-17,SA,Active
ACC0000810,CUST001612,Savings,2024-06-06,CN,Active
ACC0000811,CUST001421,Checking,2023-12-28,GB,Active
ACC0000812,CUST001357,Business,2026-01-22,US,Active
ACC0000813,CUST001514,Business,2026-05-28,SA,Active
ACC0000814,CUST001713,Savings,2026-03-27,US,Active
ACC0000815,CUST001212,Business,2024-04-11,IN,Active
ACC0000816,CUST000666,Business,2025-12-26,US,Active
ACC0000817,CUST001683,Savings,2023-09-25,GB,Active
ACC0000818,CUST000630,Savings,2023-12-21,US,Active
ACC0000819,CUST001225,Checking,2026-05-18,SA,Active
ACC0000820,CUST001579,Savings,2025-08-16,FR,Closed
ACC0000821,CUST001012,Business,2024-09-02,PK,Active
ACC0000822,CUST000185,Checking,2023-08-25,GB,Active
ACC0000823,CUST001817,Business,2026-05-21,PK,Active
ACC0000824,CUST001550,Checking,2024-08-27,GB,Active
ACC0000825,CUST000927,Business,2025-08-13,AE,Active
ACC0000826,CUST000798,Business,2025-07-03,SA,Active
ACC0000827,CUST000915,Checking,2023-10-14,DE,Active
ACC0000828,CUST001395,Savings,2026-01-05,AE,Active
ACC0000829,CUST001167,Business,2026-02-09,AE,Active
ACC0000830,CUST001881,Savings,2023-08-29,FR,Active
ACC0000831,CUST000182,Business,2024-08-20,PK,Active
ACC0000832,CUST001252,Business,2023-10-20,NL,Active
ACC0000833,CUST001735,Checking,2023-10-18,AE,Active
ACC0000834,CUST000127,Savings,2025-03-25,CN,Active
ACC0000835,CUST001982,Checking,2025-12-11,PK,Active
ACC0000836,CUST001440,Business,2024-01-03,FR,Frozen
ACC0000837,CUST000224,Savings,2024-02-07,PK,Active
ACC0000838,CUST000481,Savings,2025-09-27,SA,Active
ACC0000839,CUST000807,Business,2025-10-02,FR,Active
ACC0000840,CUST001457,Savings,2025-08-10,NL,Active
ACC0000841,CUST000781,Savings,2024-06-11,CN,Active
ACC0000842,CUST000432,Business,2024-10-08,GB,Active
ACC0000843,CUST000972,Checking,2024-07-21,DE,Closed
ACC0000844,CUST001137,Savings,2025-11-06,FR,Active
ACC0000845,CUST001720,Savings,2025-08-07,GB,Active
ACC0000846,CUST000590,Business,2024-05-28,GB,Active
ACC0000847,CUST000275,Checking,2024-01-10,US,Active
ACC0000848,CUST001327,Checking,2026-02-21,GB,Active
ACC0000849,CUST001477,Savings,2023-08-31,NL,Active
ACC0000850,CUST001996,Checking,2025-10-05,US,Active
ACC0000851,CUST000281,Business,2025-01-14,NL,Active
ACC0000852,CUST001761,Savings,2023-08-08,SA,Active
ACC0000853,CUST001905,Savings,2025-12-31,SA,Active
ACC0000854,CUST000368,Savings,2025-07-21,CN,Active
ACC0000855,CUST000868,Business,2026-02-15,IN,Active
ACC0000856,CUST000787,Savings,2025-03-09,DE,Active
ACC0000857,CUST000380,Savings,2025-12-28,SA,Active
ACC0000858,CUST000015,Business,2026-04-02,IN,Active
ACC0000859,CUST001734,Business,2025-01-12,DE,Active
ACC0000860,CUST001458,Business,2025-08-22,AE,Active
ACC0000861,CUST000841,Business,2024-10-21,SA,Active
ACC0000862,CUST000751,Checking,2024-01-11,PK,Closed
ACC0000863,CUST001163,Savings,2026-05-30,FR,Active
ACC0000864,CUST000231,Business,2025-02-02,IN,Active
ACC0000865,CUST001969,Business,2026-06-04,US,Active
ACC0000866,CUST000290,Business,2023-12-08,CN,Active
ACC0000867,CUST001759,Savings,2024-03-09,IN,Active
ACC0000868,CUST001058,Checking,2025-05-17,CN,Active
ACC0000869,CUST001822,Business,2024-03-17,US,Active
ACC0000870,CUST000502,Savings,2024-02-08,US,Active
ACC0000871,CUST001400,Business,2025-09-30,CN,Closed
ACC0000872,CUST001634,Business,2025-03-15,AE,Active
ACC0000873,CUST001255,Checking,2026-01-10,FR,Active
ACC0000874,CUST001095,Checking,2025-12-14,IN,Active
ACC0000875,CUST000929,Business,2024-12-08,IN,Active
ACC0000876,CUST001175,Business,2024-06-25,FR,Active
ACC0000877,CUST000862,Savings,2025-06-11,AE,Active
ACC0000878,CUST000592,Checking,2025-12-25,PK,Active
ACC0000879,CUST001423,Business,2024-01-19,AE,Active
ACC0000880,CUST001488,Business,2025-11-30,AE,Active
ACC0000881,CUST000125,Business,2025-06-16,IN,Active
ACC0000882,CUST001184,Checking,2024-02-20,SA,Active
ACC0000883,CUST000105,Business,2023-11-20,AE,Active
ACC0000884,CUST001656,Business,2023-10-18,SA,Active
ACC0000885,CUST000055,Savings,2025-05-01,IN,Closed
ACC0000886,CUST000168,Checking,2026-01-15,CN,Active
ACC0000887,CUST000157,Savings,2023-08-26,AE,Active
ACC0000888,CUST000271,Business,2024-05-23,AE,Active
ACC0000889,CUST000563,Savings,2025-02-24,PK,Active
ACC0000890,CUST001518,Checking,2023-10-05,SA,Active
ACC0000891,CUST000357,Business,2025-04-24,GB,Active
ACC0000892,CUST001349,Savings,2025-10-11,FR,Active
ACC0000893,CUST001654,Checking,2024-06-21,AE,Active
ACC0000894,CUST001602,Business,2025-03-07,DE,Active
ACC0000895,CUST000993,Checking,2025-06-07,CN,Active
ACC0000896,CUST001765,Checking,2023-08-31,FR,Active
ACC0000897,CUST000172,Checking,2024-05-09,SA,Active
ACC0000898,CUST001912,Checking,2026-06-03,IN,Active
ACC0000899,CUST001541,Savings,2025-03-21,NL,Active
ACC0000900,CUST000487,Business,2025-03-19,IN,Active
ACC0000901,CUST001486,Business,2025-11-16,GB,Active
ACC0000902,CUST000431,Business,2023-09-14,FR,Active
ACC0000903,CUST000111,Business,2024-06-27,AE,Active
ACC0000904,CUST001547,Checking,2026-04-28,PK,Active
ACC0000905,CUST000343,Savings,2023-08-06,NL,Active
ACC0000906,CUST000975,Savings,2024-08-11,IN,Closed
ACC0000907,CUST001528,Business,2024-05-24,DE,Active
ACC0000908,CUST000777,Business,2024-09-24,NL,Active
ACC0000909,CUST000971,Savings,2024-02-20,GB,Active
ACC0000910,CUST001086,Savings,2025-10-06,PK,Active
ACC0000911,CUST000591,Savings,2025-09-08,NL,Active
ACC0000912,CUST001389,Savings,2026-05-31,CN,Active
ACC0000913,CUST001398,Checking,2025-08-15,US,Closed
ACC0000914,CUST001879,Business,2023-11-08,FR,Active
ACC0000915,CUST001958,Savings,2024-10-04,SA,Active
ACC0000916,CUST001880,Business,2025-09-25,AE,Active
ACC0000917,CUST000686,Savings,2023-11-12,AE,Active
ACC0000918,CUST001643,Checking,2025-12-04,AE,Active
ACC0000919,CUST001340,Business,2024-01-04,NL,Active
ACC0000920,CUST000944,Business,2025-04-13,DE,Active
ACC0000921,CUST001503,Business,2024-09-07,SA,Active
ACC0000922,CUST001577,Checking,2025-04-13,CN,Active
ACC0000923,CUST000691,Business,2026-01-21,GB,Active
ACC0000924,CUST000641,Business,2024-06-01,PK,Active
ACC0000925,CUST001377,Checking,2024-01-05,US,Active
ACC0000926,CUST000024,Savings,2024-12-02,US,Active
ACC0000927,CUST001075,Checking,2026-02-25,IN,Frozen
ACC0000928,CUST000719,Checking,2023-11-04,AE,Active
ACC0000929,CUST000515,Checking,2025-08-31,PK,Active
ACC0000930,CUST000048,Business,2026-02-24,US,Active
ACC0000931,CUST000116,Business,2025-12-04,DE,Active
ACC0000932,CUST001946,Business,2025-06-24,US,Active
ACC0000933,CUST001450,Checking,2025-10-24,US,Active
ACC0000934,CUST001753,Business,2024-01-15,GB,Active
ACC0000935,CUST000769,Business,2026-05-20,SA,Active
ACC0000936,CUST001644,Checking,2025-01-28,US,Active
ACC0000937,CUST001424,Checking,2025-09-11,AE,Active
ACC0000938,CUST000603,Savings,2025-06-21,US,Closed
ACC0000939,CUST001308,Savings,2026-04-14,AE,Active
ACC0000940,CUST001575,Savings,2024-07-25,FR,Active
ACC0000941,CUST000527,Checking,2025-11-11,US,Active
